id,timing,priority,target,condition,cond_option,effect,effect_option
10590,on_after_attack\on_after_attack,-1\-1,pet\pet,none\none,none\none,add_buff\add_buff,who=op&id=104\who=op&id=1001
10591,on_after_attack,-1,pet,none,none,copy_buff,id=2/4/6/8/10&source=me&target=me&reverse=true
10592,on_after_attack\on_after_attack\on_after_attack\on_after_attack,-1\-1\-1\-1,pet\pet\pet\pet,none\none\none\none,none\none\none\none,powerup\add_buff\powerup\remove_buff,who=op&spd=-1\who=op&id=21\spd=1\type=unhealthy
10593,on_after_attack\on_final_dmg_cal,-1\100,pet\skill,none\none,random_cmp=25\none,add_buff\set_damage,who=op&id=104\op=[MAX]&value=100
10594,on_after_attack,-1,pet,none,random_cmp=25,add_buff,who=op&id=104
10595,on_after_attack,-1,pet,buff,who=op&id=1001&own=true|who=op&id=104&own=true,rage,add=40
10596,on_after_attack,-1,pet,none,random_cmp=5,heal,who=op&set=0
10597,on_after_attack\on_after_attack\on_after_attack,-1\-1\-1,pet\pet\pet,none\none\status,none\none\status_type=hp&op=<&cmp_value=1/2,powerup\add_buff\powerup,atk=1&mat=1&spd=1\id=3067\atk=1&mat=1
10598,on_after_attack,-1,pet,none,none,powerup,def=1&mdf=1
10599,on_after_attack,-1,pet,none,none,remove_buff,who=op&id=1/3/5/7/9
10600,none,-1,none,none,none,none,none
10601,on_after_attack,-1,pet,none,random_cmp=25,add_buff,who=op&id=104
10602,on_after_attack\on_after_attack\on_after_attack\on_after_attack,-1\-1\-1\-1,pet\pet\pet\pet,none\none\none\none,none\none\none\none,powerup\add_buff\powerup\remove_buff,who=op&spd=-1\who=op&id=21\spd=1\type=unhealthy
10603,on_after_attack\on_after_attack,-1\-1,pet\pet,none\none,none\none,add_buff\add_buff,who=op&id=104\who=op&id=1001
10604,on_before_attack\on_final_dmg_cal,-1\900,skill\skill,status\status,status_type=hp&op=<&cmp_value=1/2\status_type=hp&op=<&cmp_value=1/2,set_skill\set_damage,type=power&op=*&value=2\op=+&value=50
10605,on_after_attack,-1,pet,none,none,powerup,def=1&mdf=1
10606,none,-1,none,none,none,none,none
10607,on_after_attack\on_after_attack,-1\-1,pet\pet,none\none,none\none,rage\add_buff,who=op&add=op.pet.status.anger-me.pet.status.anger\id=3016
10608,none,-1,none,none,none,none,none
10609,on_after_attack\on_final_dmg_cal,-1\100,pet\skill,none\none,random_cmp=25\none,add_buff\set_damage,who=op&id=104\op=[MAX]&value=100
10610,on_after_attack,-1,pet,none,none,remove_buff,who=op&id=1/3/5/7/9
10611,on_after_attack,-1,pet,buff,who=op&id=1001&own=true|who=op&id=104&own=true,rage,add=40
10612,on_after_attack,-1,pet,none,random_cmp=5,heal,who=op&set=0
10613,on_after_attack\on_after_attack,-1\-1,state\pet,none\none,none\none,set_weather\powerup,weather=0\who=op&def=-1&mdf=-1
10614,on_after_attack,-1,pet,none,none,copy_buff,id=2/4/6/8/10&source=me&target=me&reverse=true
10615,on_after_attack\on_after_attack\on_after_attack,-1\-1\-1,pet\pet\pet,none\none\status,none\none\status_type=hp&op=<&cmp_value=1/2,powerup\add_buff\powerup,atk=1&mat=1&spd=1\id=3067\atk=1&mat=1
10616,none,-1,none,none,none,none,none
10617,none,-1,none,none,none,none,none
10618,on_after_attack,-1,pet,none,none,powerup,atk=1
10619,on_after_attack,-1,pet,none,none,add_buff,id=3085&value=random[3~5]
10620,on_after_attack,-1,pet,none,none,add_buff,id=3085&value=me.pet.buff[3085].value
10621,on_after_attack\on_after_attack\on_after_attack,-1\0\1,pet\pet\pet,none\buff\buff,none\id=3085&type=value&value_op=GTE&value_cmp=4\id=3085&type=value&value_op=GTE&value_cmp=4,copy_buff\remove_buff\set_buff,id=1/3/5/7/9&source=op&target=me\who=op&id=1/3/5/7/9\id=3085&type=value&op=-&value=4
10622,on_after_attack,-1,pet_bag,none,none,heal,who=op&add=-80&target_type=random_other&target_num=1
10623,on_after_attack\on_after_attack,-1\0,pet\pet,none\none,none\none,heal\remove_buff,add=me.pet.buff[3085].value*40\id=3085
10624,on_after_attack,-1,pet,none,none,powerup,who=op&atk=-1&mat=-1&def=-1&mdf=-1&spd=-1
10625,on_before_attack,-1,skill,none,none,set_skill,type=power&op=+&value=op.pet.deadNum*10
10626,on_after_attack,-1,pet,buff,id=3085&type=value&value_op=>&value_cmp=7,rage,add=40
10627,on_final_dmg_cal,900,skill,buff,id=3085&type=value&value_op=>&value_cmp=7,set_damage,op=+&value=80
10628,on_final_dmg_cal,900,skill,none,none,set_damage,op=+&value=me.pet.status.lostHp/2
10629,on_before_attack\on_after_attack,-1\-1,skill\pet,none\none,none\none,set_skill\set_buff,type=combo&op=SET&value=1+me.pet.buff[3085].value\id=3085&type=value&op=-&value=7
10630,on_before_attack,-1,pet,buff,who=op&id=110&own=true,set_skill,type=power&op=+&value=40
10631,on_after_attack,-1,pet,none,none,add_buff,who=op&id=3080&turn=5
10632,on_final_dmg_cal,100,skill,none,none,set_damage,op=[MAX]&value=200
10633,on_after_attack,-1,pet,none,random_cmp=25,powerup,who=op&def=-1
10634,on_after_attack,-1,pet,none,random_cmp=25,powerup,who=op&mdf=-1
10635,on_after_attack,-1,pet,none,none,add_buff,id=3087&turn=2
10636,on_after_dmg_cal,-1,skill,pet,who=op&type=powerup.negCount&powerup.negCount_op=>&powerup.negCount_cmp=0,set_damage,op=*&value=1.5
10637,on_after_attack,-1,pet,none,none,powerup,who=op&mdf=-1
10638,on_after_dmg_cal,-1,skill,pet,who=op&type=powerup.negCount&powerup.negCount_op=>&powerup.negCount_cmp=0,set_damage,op=*&value=1.5
10639,none,-1,none,none,none,none,none
10640,on_after_attack,-1,pet,none,random_cmp=25,powerup,who=op&mat=-1
10641,on_after_attack,-1,pet,none,random_cmp=25,powerup,who=op&atk=-1
10642,on_after_attack,-1,pet,none,weather=2,add_buff,who=op&id=1000
10643,on_before_attack\on_after_attack,-1\-1,skill\pet,none\none,weather=2\random_cmp=40,set_skill\powerup,type=accuracy&op=+&value=1000\who=op&atk=-1
10644,on_before_attack\on_after_attack,-1\-1,skill\pet,none\none,weather=2\random_cmp=40,set_skill\powerup,type=accuracy&op=+&value=1000\who=op&mat=-1
10645,on_after_attack,-1,pet,none,none,powerup,who=op&def=-1&mdf=-1
10646,on_after_attack,-1,pet,none,none,add_buff,id=14&turn=5
10647,none,-1,none,none,none,none,none
10648,on_after_attack,-1,pet,none,none,powerup,spd=1
10649,on_after_attack\on_after_attack,-1\-1,pet\pet,none\none,none\none,add_buff\add_buff,who=op&id=3089\id=3088&value=1
10650,on_after_dmg_cal\on_after_attack,-1\-1,skill\pet,buff\buff,id=3088&type=value&value_op=>&value_cmp=0\id=3088&type=value&value_op=>&value_cmp=0,set_damage\set_buff,op=*&value=1.5\id=3088&type=value&op=-&value=1
10651,on_after_attack\on_after_attack,-1\-1,pet\pet,none\none,none\none,powerup\add_buff,mdf=1\id=3088&value=1
10652,on_after_attack,-1,pet,none,none,add_buff,who=op&id=115
10653,on_after_attack\on_after_attack,-1\0,pet\pet,buff\buff,id=3088&type=value&value_op=GTE&value_cmp=2\id=3088&type=value&value_op=GTE&value_cmp=2,add_buff\set_buff,id=33\id=3088&type=value&op=-&value=2
10654,on_after_attack,-1,pet,none,none,set_pet,type=id&op=SET&value=op.pet.id&normal_skill=op&super_skill=op
10655,none,-1,none,none,none,none,none
10656,on_before_attack\on_after_attack,-1\-1,skill\pet,none\skill,none\type=combo&combo_cmp=2,set_skill\add_buff,type=combo&op=SET&value=random[2~3]\id=3088&value=1
10657,on_after_attack\on_after_attack,-1\-1,pet\pet,none\none,none\none,powerup\add_buff,atk=1\id=3088&value=1
10658,on_after_attack,-1,pet,none,none,powerup,who=op&def=-1
10659,on_after_attack,-1,pet,none,none,add_buff,id=3088&value=random[1~3]
10660,on_after_attack,-1,pet,none,none,heal,add=me.skill.damage/4
10661,on_before_attack\on_after_attack,-1\-1,skill\pet,buff\buff,id=3088&type=value&value_op=GTE&value_cmp=2\id=3088&type=value&value_op=GTE&value_cmp=2,set_skill\set_buff,type=critical&op=+&value=1000\id=3088&type=value&op=-&value=2
10662,on_before_attack\on_after_attack,-1\-1,skill\pet,buff\buff,id=3088&type=value&value_op=GTE&value_cmp=6\id=3088&type=value&value_op=GTE&value_cmp=6,set_skill\set_buff,type=power&op=*&value=4\id=3088&type=value&op=-&value=6
10663,none,-1,none,none,none,none,none
10664,on_after_attack,-1,pet,none,random_cmp=20,powerup,who=op&spd=-1
10665,on_after_attack\on_after_attack,-1\0,pet\pet,buff\none,id=3091&type=value&value_op=>&value_cmp=0\none,powerup\add_buff,spd=1\id=3091&value=100
10666,on_after_dmg_cal\on_after_attack,-1\-1,skill\pet,buff\buff,id=3091&type=value&value_op=<&value_cmp=10\id=3091&type=value&value_op=GTE&value_cmp=10,set_damage\set_buff,op=*&value=3/4\id=3091&type=value&op=-&value=10
10667,on_after_dmg_cal\on_after_attack,-1\-1,skill\pet,buff\buff,id=3091&type=value&value_op=<&value_cmp=15\id=3091&type=value&value_op=GTE&value_cmp=15,set_damage\set_buff,op=*&value=3/4\id=3091&type=value&op=-&value=15
10668,on_after_dmg_cal\on_after_attack,-1\-1,skill\pet,buff\buff,id=3091&type=value&value_op=<&value_cmp=20\id=3091&type=value&value_op=GTE&value_cmp=20,set_damage\set_buff,op=*&value=3/4\id=3091&type=value&op=-&value=20
10669,on_after_attack,-1,pet,none,none,add_buff,who=op&id=3020&turn=-1
10670,on_before_attack,-1,skill,none,none,set_skill,type=combo&op=SET&value=3
10671,on_after_attack\on_after_attack,-1\0,pet\pet,buff\none,id=3091&type=value&value_op=>&value_cmp=0\none,add_buff\remove_buff,id=31&value=me.pet.buff[3091].value*2\id=3091
10672,on_after_attack,-1,pet,none,none,add_buff,id=3091&value=100
10673,on_final_dmg_cal,900,skill,buff,who=op&id=108&own=true,set_damage,op=+&value=100
10674,on_after_attack,-1,pet,none,none,add_buff,who=op&id=108
10675,on_after_dmg_cal\on_after_attack,-1\-1,skill\pet,buff\buff,id=3091&type=value&value_op=<&value_cmp=25\id=3091&type=value&value_op=GTE&value_cmp=25,set_damage\set_buff,op=*&value=3/4\id=3091&type=value&op=-&value=25
10676,on_after_attack,-1,pet,none,none,heal,add=me.pet.status.maxHp*1/8+me.pet.buff[3091].value
10677,none,-1,none,none,none,none,none
10678,on_after_attack\on_after_attack,-1\-1,pet\pet,none\none,none\none,add_buff\set_buff,id=3092&value=1\id=100235&type=value&op=+&value=4
10679,on_before_attack,-1,skill,none,none,set_skill,type=combo&op=SET&value=3
10680,on_after_attack,-1,pet,none,none,add_buff,who=op&id=1004&value=30&turn=3
10681,on_after_attack\on_after_attack,-1\-1,pet\pet,none\none,none\none,add_buff\set_buff,id=3092&value=1\id=100235&type=value&op=+&value=8
10682,on_after_attack\on_after_attack,-1\-1,pet\pet,none\none,none\none,powerup\add_buff,def=1\id=47&turn=1
10683,none,-1,none,none,none,none,none
10684,on_after_attack\on_after_attack,-1\-1,pet\pet,none\none,none\none,add_buff\set_buff,id=3092&value=1\id=100235&type=value&op=+&value=16
10685,on_after_attack,-1,pet,none,none,add_buff,id=41&turn=5
10686,on_after_attack\on_after_attack,-1\-1,pet\pet,none\none,none\none,powerup\powerup,atk=1\random=true&random_pdf=uniform&mat=1&def=1&mdf=1&spd=1
10687,on_decide_pri\on_after_attack,-1\-1,skill\pet,status\none,status_type=atk&op=>&cmp_value=500\none,set_skill\set_buff,type=priority&op=+&value=1\id=100235&type=value&op=+&value=1
10688,on_before_attack,-1,skill,status,status_type=atk&op=>&cmp_value=500,set_skill,type=accuracy&op=+&value=1000
10689,on_final_dmg_cal\on_after_attack,900\-1,skill\pet,none\none,none\none,set_damage\set_buff,op=+&value=me.pet.buff[3092].value*35\id=100235&type=value&op=+&value=32
10690,on_after_attack,-1,pet,none,none,powerup,def=1
10691,on_after_attack,-1,pet,none,none,add_buff,id=3093&value=1
10692,on_before_attack,-1,skill,buff,id=3093&own=true,set_skill,type=power&op=+&value=40
10693,on_after_attack,-1,pet,buff,id=3094&own=true,powerup,who=op&atk=-1
10694,on_after_attack,-1,pet,none,none,heal,add=me.pet.status.initDef*1/3
10695,on_after_attack,-1,pet,none,none,add_buff,who=op&id=1004&value=50&turn=3
10696,on_after_attack,-1,pet,none,none,add_buff,id=3095&value=1
10697,on_after_attack,-1,pet,none,none,heal,add=me.skill.damage/4
10698,none,-1,none,none,none,none,none
10699,none,-1,none,none,none,none,none
10700,on_after_attack,-1,pet,pet,type=status.hp&status.hp_op=<&status.hp_cmp=op.pet.status.hp,heal,add=me.skill.damage/5
10701,on_after_attack,-1,pet,none,none,powerup,def=1&mdf=1
10702,on_final_dmg_cal,100,skill,none,none,set_damage,op=[MAX]&value=me.pet.status.initDef*1/3
10703,on_before_attack,-1,skill,none,none,set_skill,type=power&op=+&value=me.pet.status.initDef*1/8
10704,on_before_attack,-1,skill,buff,id=3094&own=true,set_skill,type=combo&op=+&value=1
10705,none,-1,none,none,none,none,none
10706,on_after_attack,-1,pet,none,none,powerup,atk=1
10707,on_final_dmg_cal,900,skill,none,none,set_damage,op=+&value=me.pet.status.maxHp/8
10708,on_after_attack\on_after_attack,-1\0,pet\pet,buff\none,id=3096&type=value&value_op=GTE&value_cmp=2\none,add_buff\add_buff,who=op&id=102\id=3096&value=1
10709,on_final_dmg_cal\on_after_attack,900\-1,skill\pet,none\none,none\none,set_damage\heal,op=+&value=100\add=-50
10710,on_after_attack,-1,pet,none,none,add_buff,id=14&turn=5
10711,on_after_attack,-1000,pet,pet,who=op&type=dead&dead_cmp=1,heal,add=me.pet.status.maxHp*1/4
10712,none,-1,none,none,none,none,none
10713,on_after_attack,-1,pet,skill,type=damage&damage_op=<&damage_cmp=100,add_buff,who=op&id=3001&turn=3
10714,on_after_attack\on_turn_end,-1\-1,pet\pet,none\buff,random_cmp=35\who=op&id=110&own=false,add_buff\powerup,who=op&id=110\who=op&def=-1
10715,on_before_attack,-1,skill,unit,type=state.me.order&type[0].cmp=2,set_skill,type=power&op=+&value=50
10716,on_final_dmg_cal,900,skill,none,none,set_damage,op=+&value=me.pet.status.maxHp/12
10717,on_after_attack,-1,pet,none,none,add_buff,id=20&turn=5
10718,on_after_attack\on_after_attack,-1\-1,pet\pet,none\none,none\random_cmp=50,powerup\powerup,atk=1\def=1
10719,on_after_attack,-1,pet,none,none,add_buff,who=op&id=57&turn=5
10720,on_after_attack,-1,pet,none,none,copy_buff,repeat=2&id=random[1|3|5|7|9]&source=op&target=me&transfer=true
10721,on_after_attack,-1,pet,none,none,add_buff,id=3097
10722,on_after_attack,-1,pet,none,none,add_buff,who=op&id=101
10723,on_after_attack,-1,pet,none,random_cmp=30,add_buff,who=op&id=113
10724,on_before_attack,-1,skill,buff,who=op&id=unhealthy|who=op&id=abnormal,set_skill,type=power&op=*&value=2
10725,on_after_attack,-1,pet,none,none,powerup,spd=1
10726,on_after_attack,-1,state,none,none,add_buff,key=field&id=600002
10727,on_after_attack\on_after_attack,-1\-1,pet\pet,buff\buff,random_cmp=30&who=op&id=1000&own=false\random_cmp=60&who=op&id=1000&own=true,add_buff\add_buff,who=op&id=108\who=op&id=108
10728,none,-1,none,none,none,none,none
10729,on_after_attack,-1,pet,none,none,add_buff,id=3098
10730,on_final_dmg_cal,900,skill,buff,key=field&type=id&id_cmp=600002,set_damage,op=+&value=40
10731,on_after_attack,-1,pet,none,random_cmp=30,add_buff,who=op&id=random[1000|1006|113|108|105]
10732,on_after_attack\on_after_attack,-1\-1,pet\pet,none\buff,none\id=3099&own=true,add_buff\powerup,id=3099\def=1&mdf=1
10733,on_after_attack,-1,pet,none,random_cmp=50,add_buff,who=op&id=1006
10734,on_before_attack,-1,skill,buff,key=field&type=id&id_cmp=600002,set_skill,type=critical&op=+&value=40
10735,on_after_attack\on_after_attack,-1\-1,pet\pet,none\none,none\none,add_buff\rage,id=3100\add=20
10736,on_before_attack\on_after_attack,-1\0,skill\pet,buff\none,id=3100&own=true\none,set_skill\remove_buff,type=power&op=*&value=2\id=3100
10737,on_after_attack\on_after_attack,-1\-1,pet\pet,none\buff,none\key=field&type=id&id_cmp=600002,heal\heal,add=me.pet.status.maxHp/4\add=me.pet.status.maxHp/8
10738,on_before_attack\on_before_attack\on_after_attack,-1\-1\0,skill\skill\pet,buff\buff\none,id=3100&own=false\id=3100&own=true\none,set_skill\set_skill\remove_buff,type=combo&op=SET&value=random[2~5]\type=combo&op=SET&value=5\id=3100
10739,none,-1,none,none,none,none,none
10740,on_after_attack,-1,pet,buff,random_cmp=10*me.pet.buff[200072].value+50|key=field&type=id&id_cmp=600002,add_buff,who=op&id=1000
10741,none,-1,none,none,none,none,none
10742,on_after_attack,-1,pet,buff,key=field&type=id&id_cmp=600002,powerup,who=op&mdf=-1
10743,on_after_attack\on_after_attack\on_after_attack,-1\-1\-1,pet\pet\pet,none\none\none,none\none\none,add_buff\add_buff\rage,id=3100\id=3101\add=25
10744,on_before_attack\on_after_attack,-1\0,skill\pet,buff\none,id=3101&own=true\none,set_skill\remove_buff,type=power&op=*&value=2\id=3101
10745,none,-1,none,none,none,none,none
10746,on_after_attack\on_after_attack\on_after_attack,-1\-1\0,pet\pet\pet,none\buff\none,none\id=3100&own=true\none,powerup\powerup\remove_buff,mat=1\mat=1\id=3100
10747,none,-1,none,none,none,none,none
10748,none,-1,none,none,none,none,none
10749,on_after_attack\on_after_attack,-1\-1,pet\pet,none\buff,none\who=op&id=1000&own=true,powerup\powerup,mat=1\mat=1
10750,on_after_attack\on_after_attack,-1\-1,pet\pet,buff\buff,id=3102&own=false\id=3102&own=true,add_buff\set_buff,id=3102&value=me.pet.status.hp\id=3102&type=value&op=SET&value=me.pet.status.maxHp/4+me.pet.buff[3102].value[MIN]me.pet.status.maxHp
10751,on_before_attack\on_after_attack,-1\-1,skill\pet,none\none,none\none,set_skill\heal,type=power&op=+&value=50\add=-35
10752,on_final_dmg_cal\on_after_attack,-1\-1,skill\pet,none\none,none\none,set_damage\heal,op=+&value=60\add=-45
10753,on_after_attack\on_after_attack,-1\-1,pet\pet,pet\pet,random_type=unit&random_cmp=70|type=buff[abnormal].block&buff[abnormal].block_cmp=1\random_type=unit&random_op=>&random_cmp=70&type=buff[abnormal].block&buff[abnormal].block_cmp=0,add_buff\add_buff,who=op&id=1000\id=14&turn=3
10754,on_before_attack,-1,skill,buff,who=op&id=1000,set_skill,type=combo&op=+&value=1
10755,on_after_attack,-1,pet,none,none,powerup,who=op&spd=-1
10756,on_after_dmg_cal\on_after_attack,-1\-1,skill\pet,none\none,none\none,set_damage\heal,op=*&value=1.7\add=-55
10757,on_before_attack\on_after_attack,-1\-1,skill\pet,none\none,none\none,set_skill\heal,type=critical&op=+&value=80\add=-65
10758,on_after_attack\on_after_attack,-1\-1,pet\pet,none\none,none\none,powerup\add_buff,def=1\id=12&turn=5
10759,on_decide_pri\on_after_attack,-1\-1,skill\pet,status\none,status_type=hp&cmp_value=1\none,set_skill\add_buff,type=priority&op=+&value=1\who=op&id=1000
10760,on_final_dmg_cal,-1,skill,none,none,set_damage,op=SET&value=me.pet.status.maxHp/5
10761,on_after_attack,-1,pet,none,none,remove_buff,who=op&id=1/3/5/7/9
10762,on_after_attack,-1,pet,none,none,add_buff,id=61&value=2&turn=3
10763,on_final_dmg_cal,100,skill,none,none,set_damage,op=[MAX]&value=200
10764,none,-1,none,none,none,none,none
10765,on_after_attack,-1,pet,none,none,powerup,mat=1
10766,on_after_attack,-1,pet,none,none,add_buff,id=3104&value=1
10767,on_after_attack,-1,pet,buff,id=3104&own=true,add_buff,who=op&id=1004&value=30&turn=3
10768,on_before_attack,-1,skill,buff,id=3104&own=true,set_skill,type=power&op=+&value=40
10769,on_after_attack,-1,pet,none,none,add_buff,who=op&id=random[abnormal]
10770,on_after_attack,-1,pet,none,none,powerup,who=op&atk=-1
10771,on_after_attack\on_after_attack,-1\-1,pet\pet,buff\buff,id=3104&own=true\id=3104&own=true,rage\rage,who=op&add=-10\add=10
10772,on_after_attack,-1,pet,none,none,set_weather,weather=9
10773,on_after_attack\on_after_attack,-1\-1,pet\pet,none\none,none\weather=9,powerup\rage,spd=1\add=20
10774,on_decide_pri,-1,skill,buff,id=3104&own=true,set_skill,type=priority&op=+&value=1
10775,on_after_attack,-1,pet,none,random_cmp=30,add_buff,who=op&id=101
10776,on_after_attack\on_after_attack,-1\-1,pet\pet,none\buff,none\id=3104&own=true,powerup\powerup,who=op&def=-1\who=op&mat=-1
10777,on_after_attack\on_after_attack,-1\0,pet\pet,none\none,none\none,heal\rage,add=me.pet.buff[3104].value+4*me.pet.status.anger\add=0-me.pet.status.anger
10778,on_before_attack\on_after_attack,-1\-1,skill\pet,buff\buff,id=3104&own=true\id=3104&own=true,set_skill\heal,type=power&op=+&value=50\add=-50
10779,on_before_attack\on_after_attack,-1\-1,skill\pet,buff\buff,id=3104&own=true\id=3104&own=true,set_skill\remove_buff,type=critical&op=+&value=1000\id=3104
10780,on_after_attack,-1,pet,none,none,add_buff,who=op&id=3105
10781,on_before_attack,-1,skill,unit,type=op.pet.status.mat&type[0].op=>&type[0].cmp=op.pet.status.atk,set_skill,type=accuracy&op=+&value=1000
10782,on_before_attack,-1,skill,unit,type=op.pet.status.mat&type[0].op=>&type[0].cmp=op.pet.status.atk,set_skill,type=power&op=+&value=35
10783,on_after_attack,-1,pet,none,none,rage,who=op&add=-15
10784,on_after_attack\on_after_attack,-1\-1,pet\pet,none\none,none\none,powerup\heal,def=1\add=me.pet.status.maxHp/6
10785,none,-1,none,none,none,none,none
10786,on_before_attack,-1,skill,unit,type=op.pet.status.mat&type[0].op=>&type[0].cmp=op.pet.status.atk,set_skill,type=power&op=+&value=35
10787,on_after_attack,-1,pet,none,none,powerup,who=op&spd=-1
10788,on_before_attack,-1,skill,unit,type=op.pet.status.mat&type[0].op=>&type[0].cmp=op.pet.status.atk,set_skill,type=power&op=+&value=35
10789,on_after_attack,-1,pet,none,none,add_buff,who=op&id=3106
10790,on_after_attack,-1,pet,none,none,add_buff,id=3107
10791,on_after_attack,-1,pet,none,none,add_buff,id=3108
10792,on_before_attack,-1,skill,unit,type=op.pet.status.mat&type[0].op=>&type[0].cmp=op.pet.status.atk,set_skill,type=power&op=+&value=35
10793,on_after_attack,-1,pet,none,none,add_buff,who=op&id=3109
10794,on_after_attack,-1,pet,none,none,powerup,spd=1
10795,none,-1,none,none,none,none,none
10796,on_before_attack,-1,skill,buff,id=3110&own=true,set_skill,type=power&op=*&value=2
10797,on_before_attack,-1,skill,none,none,set_skill,type=combo&op=SET&value=random[2~3]
10798,on_after_attack,-1,pet,none,none,remove_buff,id=2/4/6/8/10
10799,on_after_attack,-1,pet,none,none,heal,add=me.pet.status.maxHp/4
10800,on_after_attack,-1,pet,buff,random_cmp=20&id=3110&own=false|random_cmp=40&id=3110&own=true,add_buff,who=op&id=108
10801,on_final_dmg_cal,900,skill,buff,id=3110&own=true,set_damage,op=+&value=60
10802,none,-1,none,none,none,none,none
10803,none,-1,none,none,none,none,none
10804,none,-1,none,none,none,none,none
10805,on_before_attack,-1,skill,buff,id=3110&own=true,set_skill,type=power&op=+&value=50
10806,none,-1,none,none,none,none,none
10807,on_final_dmg_cal,900,skill,buff,id=3110&own=true,set_damage,op=+&value=80
10808,on_after_attack,-1,pet,none,none,add_buff,id=3111
10809,none,-1,none,none,none,none,none
10810,none,-1,none,none,none,none,none
10811,on_after_attack\on_after_attack\on_after_attack,-1\-1\-1,pet\pet\pet,none\none\none,none\none\none,powerup\rage\set_pet,atk=1\add=20\type=skill[10811]&op=SET&value=10826
10812,on_after_attack,-1,state,none,none,set_weather,weather=11
10813,on_before_attack,-1,skill,none,weather=11,set_skill,type=critical&op=+&value=35
10814,none,-1,none,none,none,none,none
10815,on_dmg_cal,100,pet,none,none,set_skill,type=def&op=*&value=3/4
10816,on_before_attack,-1,skill,none,none,set_skill,type=combo&op=SET&value=random[2~3]
10817,on_after_attack,-1,pet,none,none,heal,add=me.pet.status.maxHp*1/3
10818,on_after_attack,-1,pet,none,none,add_buff,id=33
10819,on_after_attack,-1,pet,none,random_cmp=45,powerup,who=op&mdf=-1
10820,on_after_attack,-1,pet,none,none,powerup,def=1&mdf=1
10821,on_after_attack,-1,pet,none,none,remove_buff,who=op&id=1/3/5/7/9
10822,on_after_attack\on_after_attack,-1\-1,pet\pet,none\none,none\none,add_buff\add_buff,id=17&turn=4\id=3022&turn=4
10823,on_after_attack,-1,pet,none,none,add_buff,id=3112&turn=4
10824,on_after_attack,-1,pet,none,none,remove_buff,who=op&id=1/3/5/7/9
10825,on_turn_ready\on_turn_ready,-1\0,skill\pet,buff\buff,id=3113&own=false\id=3113&own=false,set_skill\add_buff,type=type&op=SET&value=0\id=3113&turn=2
10826,on_after_attack\on_after_attack\on_after_attack,-1\-1\-1,pet\pet\pet,none\none\none,none\none\none,powerup\heal\set_pet,atk=1\add=me.pet.status.maxHp*1/8\type=skill[10826]&op=SET&value=10811
10827,none,-1,none,none,none,none,none
10828,on_after_attack,-1,pet,none,none,powerup,who=op&spd=-1
10829,on_after_attack,-1,pet,none,none,powerup,who=op&random=true&random_pdf=uniform&atk=-1&mat=-1&def=-1&mdf=-1&spd=-1
10830,on_before_attack,-1,skill,pet,who=op&type=powerup.negCount&powerup.negCount_op=>&powerup.negCount_cmp=0,set_skill,type=power&op=+&value=40
10831,on_final_dmg_cal,900,skill,pet,who=op&type=powerup.negCount&powerup.negCount_op=>&powerup.negCount_cmp=0,set_damage,op=+&value=40
10832,on_after_attack\on_after_attack,-1\-1,pet\pet,none\pet,none\who=op&type=powerup.negCount&powerup.negCount_op=>&powerup.negCount_cmp=0,powerup\powerup,mat=1\atk=1
10833,on_after_attack,-1,pet,none,none,powerup,repeat=2&who=op&random=true&random_pdf=uniform&atk=-1&mat=-1&def=-1&mdf=-1&spd=-1
10834,on_after_attack,-1,state,none,none,set_weather,weather=9
10835,on_after_attack,-1,pet,none,none,add_buff,who=op&id=1004&value=50&turn=3
10836,none,-1,none,none,none,none,none
10837,none,-1,none,none,none,none,none
10838,on_after_attack,-1,pet,none,none,heal,add=me.pet.status.maxHp/4
10839,on_after_attack,-1,pet,none,none,add_buff,id=16&turn=5
10840,on_after_attack,-1,pet,none,none,add_buff,who=op&id=110&turn=3
10841,on_after_attack,-1,pet,none,none,copy_buff,who=op&id=2/4/6/8/10&source=op&target=op
10842,on_before_attack,-1,skill,pet,who=op&type=powerup.negSum&powerup.negSum_op=<&powerup.negSum_cmp=-4,set_skill,type=power&op=*&value=2
10843,on_after_attack,-1,pet,none,is_hit=all,heal,add=me.pet.status.initDef/4
10844,on_turn_end,900,skill,none,is_hit=all,set_damage,who=op&type=buff&op=+&value=me.pet.status.initMat/6
10845,on_after_attack,-1,pet,none,is_hit=all,add_buff,id=15&turn=1
10846,on_after_attack,-1,pet,none,is_hit=all,add_buff,who=op&id=1004&value=50&turn=3
10847,on_after_attack\on_after_attack,-1\-1,pet\pet,none\none,none\none,add_buff\add_buff,id=14&turn=3\id=15&turn=3
10848,on_after_attack,-1,pet,none,is_hit=all,remove_buff,type=unhealthy
10849,on_after_attack,-1,pet,none,is_hit=all,rage,add=30
10850,on_after_attack,-1,pet,none,none,powerup,mat=1&def=1
10851,on_after_attack\on_after_attack,-1\-1,pet\pet,none\none,none\none,add_buff\add_buff,id=3116&value=1\id=3117&value=1
10852,on_after_attack,-1,pet,none,is_hit=all,remove_buff,who=op&id=1/3/5/7/9
10853,on_after_attack,-1,pet,status,is_hit=all&who=op&status_type=hp&op=<&cmp_value=95,heal,who=op&set=0
10854,on_after_attack,-1,pet,none,is_hit=all,add_buff,id=3114
10855,on_after_attack,-1,pet,none,none,add_buff,id=96&value=2&turn=5
